ClusterHour;slope_Temp;slope_Irrad;intercept;minimum
117;-2.055267664246565;-0.015523963521536508;44.79380278745255;7.10072395682773
118;-2.1010248534334646;-0.05739673907889718;43.24004931694445;5.668704845264655
119;-1.9363591394951412;-0.2121741026018527;43.7639393683092;5.9149967602674804
120;-2.1265243902400686;-0.8616136630845064;42.27136186542118;3.172431434518493
121;-2.1606720825418537;-1.2507924610789563;46.17967475657889;10.006361588048174
122;-2.1271989158842053;-0.9101999427803875;30.933126558039458;0.6904887955626731
123;-2.074259020946357;-0.47866644303909445;29.38358221739345;0.9532244621544574
200;-1.5437324932563548;-0.16641777164817673;25.22231481481943;1.0996829283197176
201;-1.4998242652505747;-6.32793648914527e-08;23.880965456031426;1.5908009195832193
202;-1.6452528931057953;-6.379623146178612e-06;26.203323475170507;1.9004837098241771
203;-1.6262846193468217;-0.8304969716580138;28.8969310402419;0.5068028246156911
204;-1.748694747265188;-0.39052122205968565;29.372866833280266;2.9015764657726626
205;-1.6133666901929389;-0.039192022947544605;26.01714502761408;3.2975310689885995
206;-1.4901712110717693;-0.010032020584388276;27.913422525626178;1.6004585615208287
207;-2.2656006405734628;-3.0307383820919413e-07;34.24049538500744;1.158131542128716
208;-2.1801657470302622;-1.392849428440418e-09;36.76691092977143;2.2970549119826034
209;-1.1334119157701605;-0.13940331271877854;36.76214879649134;5.678731306194046
210;-1.6260131946699814;-4.493277082002924e-09;33.30566840599183;2.5757193384804773
211;-1.9372863560232803;-3.3992281363761983e-09;32.47933919559152;1.7709723435023226
212;-1.625029662007273;-1.1118510334359669e-05;35.1223013932806;1.0159297168905148
213;-1.6330986715046583;-2.8785344174341522e-08;33.022880943380095;1.42598716313467
214;-1.684851492066206;-2.777023812442866e-10;33.50257406237293;1.6032275705730192
215;-1.674352980647789;-5.5111434085242996e-11;32.12234689016787;2.1900940271663583
216;-1.856435578848824;-0.00010912161594294044;32.38626399602303;2.7131013646320765
217;-1.3336943012550935;-3.211291266647248e-11;28.923011343628872;0.7775859408407397
218;-1.4753188958839711;-0.042188318477130615;29.249094378186236;1.6795355718528004
219;-1.3655287260536508;-0.18603265250063472;29.60488261165803;1.3260818067093487
220;-1.2877492861787416;-0.5998404790765618;28.552656636354257;1.797454126620946
221;-1.4512268102932087;-1.5875668987620402;31.124878891289256;2.0207476404643265
222;-1.1735330823860048;-1.6145604847688477e-09;20.417359630545388;0.499522056416938
223;-1.1737379981308187;-4.553038637133399e-09;22.961226734969006;3.214852943380487
