DATE;Holiday;Temperature;Solar_Irradiation;Power;DATE_YYYY_MM_DD;DATE_year;DATE_month_year;DATE_week_year;DATE_day_year;DATE_day_month;DATE_day_week;DATE_hour_year;DATE_hour_week;DATE_hour_day;DATE_weekday;slope_Temp;slope_Irrad;intercept;minimum;Power_fitted;Power_residuals;IS_Outlier
2019-06-11 05:00:00+00:00;True;16.17;68.88;0.0;2019-06-11;2019;6;24;162;11;1;3869;29;5;True;-1.7778273602835666;-0.320922150257191;34.79264081880091;5.953502796820568;5.953502796820568;5.953502796820568;False
2019-06-11 06:00:00+00:00;True;16.27;53.94;6.1;2019-06-11;2019;6;24;162;11;1;3870;30;6;True;-2.184619057813007;-0.0233427203312243;33.097371950102925;0.8353554111601807;0.8353554111601807;-5.264644588839819;False
2019-06-11 07:00:00+00:00;True;16.49;122.71;3.2;2019-06-11;2019;6;24;162;11;1;3871;31;7;True;-2.527269403039184;-0.0286094627213713;41.62901279822958;0.273035658175102;0.273035658175102;-2.926964341824898;False
2019-06-11 08:00:00+00:00;True;17.0;121.95;0.0;2019-06-11;2019;6;24;162;11;1;3872;32;8;True;-2.491917433414808;-0.0041953635372711;46.635611259528126;0.4427828120645974;3.7613903081061824;3.7613903081061824;False
2019-06-11 09:00:00+00:00;True;16.93;150.53;9.4;2019-06-11;2019;6;24;162;11;1;3873;33;9;True;-6.507130072023158;-0.017815397608099;126.87242082122962;0.3880748237154731;14.024956899930418;4.624956899930417;False
2019-06-11 10:00:00+00:00;True;17.56;165.42;9.2;2019-06-11;2019;6;24;162;11;1;3874;34;10;True;-6.464897030507769;-0.0238384005045673;126.78037599669854;2.3338913944998865;9.313435929516597;0.11343592951659787;False
2019-06-11 11:00:00+00:00;True;17.97;191.21;7.5;2019-06-11;2019;6;24;162;11;1;3875;35;11;True;-6.049622961563162;-0.042003565869682;128.1335080666565;0.7848671837329838;11.390281617424598;3.8902816174245984;False
2019-06-11 12:00:00+00:00;True;18.38;171.54;0.1;2019-06-11;2019;6;24;162;11;1;3876;36;12;True;-6.18226462856795;-0.018718341204293;119.65747735511624;7.569127604532198;7.569127604532198;7.469127604532198;False
2019-06-11 13:00:00+00:00;True;18.62;185.24;9.3;2019-06-11;2019;6;24;162;11;1;3877;37;13;True;-6.029085337386557;-0.0190363352223623;122.29157012407428;1.561390656383395;6.503710405346188;-2.796289594653813;False
2019-06-11 14:00:00+00:00;True;18.63;158.62;9.9;2019-06-11;2019;6;24;162;11;1;3878;38;14;True;-5.932302147633969;-1.3459825862670352e-05;117.74803499850393;3.768115502003608;7.227110990504756;-2.672889009495244;False
2019-06-11 15:00:00+00:00;True;18.48;127.61;3.0;2019-06-11;2019;6;24;162;11;1;3879;39;15;True;-5.283018539986888;-0.0829091106608769;122.17341084721376;0.101308225263224;13.963196616821554;10.963196616821554;False
2019-06-11 16:00:00+00:00;True;18.37;138.67;11.0;2019-06-11;2019;6;24;162;11;1;3880;40;16;True;-5.406504065032111;-0.0723633726939922;115.9971401008838;3.501334662923896;6.645031534768014;-4.354968465231986;False
2019-06-11 17:00:00+00:00;True;18.14;131.79;0.0;2019-06-11;2019;6;24;162;11;1;3881;41;17;True;-4.740705389585385;-0.0687704460736566;97.92219325869446;0.6185399442669882;2.8625404035683815;2.8625404035683815;False
2019-06-11 18:00:00+00:00;True;18.11;85.4;0.0;2019-06-11;2019;6;24;162;11;1;3882;42;18;True;-2.6652401330874853;-0.4358984328136075;57.02578658384385;1.2077011691279704;1.2077011691279704;1.2077011691279704;False
2019-06-11 19:00:00+00:00;True;18.22;17.01;8.3;2019-06-11;2019;6;24;162;11;1;3883;43;19;True;-2.608376193636612;-0.4325855606304021;56.8068089825608;4.81257171935446;4.81257171935446;-3.487428280645541;False
2019-06-11 20:00:00+00:00;True;17.14;1.87;0.1;2019-06-11;2019;6;24;162;11;1;3884;44;20;True;-2.67341761404866;-1.2076619754926636;51.79638388466266;1.256316680739323;3.715678085697341;3.6156780856973407;False
2019-06-11 21:00:00+00:00;True;15.42;2.22;6.0;2019-06-11;2019;6;24;162;11;1;3885;45;21;True;-3.1723574974233504;-0.1244272266053661;54.81002651004355;2.296957861207793;5.616045456711577;-0.38395454328842327;False
2019-06-11 22:00:00+00:00;True;15.16;1.79;4.0;2019-06-11;2019;6;24;162;11;1;3886;46;22;True;-2.3102866355690392;-5.235227194614876e-07;36.35297714390183;0.1006512100151202;1.329030811569531;-2.670969188430469;False
2019-06-11 23:00:00+00:00;True;15.03;1.5;0.1;2019-06-11;2019;6;24;162;11;1;3887;47;23;True;-2.728921124206701;-0.6458455213528234;36.65580758998944;2.593250125437039;2.593250125437039;2.4932501254370387;False
2019-06-12 00:00:00+00:00;True;15.1;1.01;5.0;2019-06-12;2019;6;24;163;12;2;3888;48;0;True;-2.4724149025779343;-0.7869774837039377;36.59115647121104;0.0927323625915501;0.0927323625915501;-4.90726763740845;False
2019-06-12 01:00:00+00:00;True;15.05;0.72;7.5;2019-06-12;2019;6;24;163;12;2;3889;49;1;True;-2.7033178470619164;-0.5562508747961445;36.441756276158245;1.8025430212953344;1.8025430212953344;-5.697456978704666;False
2019-06-12 02:00:00+00:00;True;15.16;0.94;7.1;2019-06-12;2019;6;24;163;12;2;3890;50;2;True;-2.4779028223695443;-8.97619820501086e-05;37.41298075497751;1.6095473464004784;1.6095473464004784;-5.4904526535995215;False
2019-06-12 03:00:00+00:00;True;15.3;5.67;0.6;2019-06-12;2019;6;24;163;12;2;3891;51;3;True;-2.894736797291322;-0.4615405634191872;38.27707290082928;0.5314399767089758;0.5314399767089758;-0.06856002329102417;False
2019-06-12 04:00:00+00:00;True;15.36;20.69;6.4;2019-06-12;2019;6;24;163;12;2;3892;52;4;True;-2.878065696285965;-1.618330254928017e-07;36.66936388285511;6.151573382834909;6.151573382834909;-0.24842661716509173;False
2019-06-12 05:00:00+00:00;True;15.78;73.38;0.8;2019-06-12;2019;6;24;163;12;2;3893;53;5;True;-2.7173514976741227;-0.0050738621421526;36.71026048625563;0.7867640499732121;0.7867640499732121;-0.013235950026787902;False
2019-06-12 06:00:00+00:00;True;16.15;131.66;1.7;2019-06-12;2019;6;24;163;12;2;3894;54;6;True;-2.5908067453147057;-0.0097288250735696;37.89040251034614;1.9749695178783808;1.9749695178783808;0.27496951787838086;False
