DATE;DATE_year;DATE_month_year;DATE_week_year;DATE_day_year;DATE_day_month;DATE_day_week;DATE_hour_year;DATE_hour_week;DATE_hour_day;DATE_weekday;DATE_YYYY_MM_DD;Holiday;Temperature;Solar_Irradiation;Power;Power_fitted;IS_Outlier;IS_Missing;IS_Missing_Outlier;IS_Repaired;Power_corrected
2019-01-05 15:00:00+00:00;2019;1;1;5;5;5;111;135;15;False;2019-01-05;True;-6.53;6.04;39.9;56.591704254435065;False;False;False;False;39.9
2019-01-05 16:00:00+00:00;2019;1;1;5;5;5;112;136;16;False;2019-01-05;True;-7.28;0.11;45.9;59.21644695766632;False;False;False;False;45.9
2019-01-05 17:00:00+00:00;2019;1;1;5;5;5;113;137;17;False;2019-01-05;True;-7.57;0.15;47.0;57.138378705142586;False;False;False;False;47.0
2019-01-05 18:00:00+00:00;2019;1;1;5;5;5;114;138;18;False;2019-01-05;True;-7.67;0.23;46.9;56.41169474762008;False;False;False;False;46.9
2019-01-05 19:00:00+00:00;2019;1;1;5;5;5;115;139;19;False;2019-01-05;True;-8.36;0.48;43.8;57.66793415462063;False;False;False;False;43.8
2019-01-05 20:00:00+00:00;2019;1;1;5;5;5;116;140;20;False;2019-01-05;True;-9.15;1.12;43.9;58.14006808693283;False;False;False;False;43.9
2019-01-05 21:00:00+00:00;2019;1;1;5;5;5;117;141;21;False;2019-01-05;True;-8.91;0.87;48.5;62.48549212305246;False;False;False;False;48.5
2019-01-05 22:00:00+00:00;2019;1;1;5;5;5;118;142;22;False;2019-01-05;True;-8.84;0.0;37.6;37.529081437183095;False;False;False;False;37.6
2019-01-05 23:00:00+00:00;2019;1;1;5;5;5;119;143;23;False;2019-01-05;True;-8.99;0.06;37.9;37.578086252764095;False;False;False;False;37.9
2019-01-06 00:00:00+00:00;2019;1;1;6;6;6;120;144;0;False;2019-01-06;True;-8.57;0.52;41.5;41.63799195067486;False;False;False;False;41.5
2019-01-06 01:00:00+00:00;2019;1;1;6;6;6;121;145;1;False;2019-01-06;True;-8.22;0.36;41.6;41.33825456378148;False;False;False;False;41.6
2019-01-06 02:00:00+00:00;2019;1;1;6;6;6;122;146;2;False;2019-01-06;True;-8.03;0.7;45.3;45.1949570563708;False;False;False;False;45.3
2019-01-06 03:00:00+00:00;2019;1;1;6;6;6;123;147;3;False;2019-01-06;True;-7.59;2.1;42.4;42.46598961252033;False;False;False;False;42.4
2019-01-06 04:00:00+00:00;2019;1;1;6;6;6;124;148;4;False;2019-01-06;True;-7.3;2.63;45.1;41.47738600528563;False;False;False;False;45.1
2019-01-06 05:00:00+00:00;2019;1;1;6;6;6;125;149;5;False;2019-01-06;True;-7.77;2.29;44.0;46.36586927907962;False;False;False;False;44.0
2019-01-06 06:00:00+00:00;2019;1;1;6;6;6;126;150;6;False;2019-01-06;True;-9.64;2.67;47.0;46.39887565160709;False;False;False;False;47.0
2019-01-06 07:00:00+00:00;2019;1;1;6;6;6;127;151;7;False;2019-01-06;True;-9.07;2.83;73.7;57.766486569169246;False;False;False;False;73.7
2019-01-06 08:00:00+00:00;2019;1;1;6;6;6;128;152;8;False;2019-01-06;True;-8.74;3.47;47.7;63.97647070559644;False;False;False;False;47.7
2019-01-06 09:00:00+00:00;2019;1;1;6;6;6;129;153;9;False;2019-01-06;True;-8.3;12.03;46.4;62.06354774816378;False;False;False;False;46.4
2019-01-06 10:00:00+00:00;2019;1;1;6;6;6;130;154;10;False;2019-01-06;True;-8.2;33.4;46.1;60.854057283006085;False;False;False;False;46.1
2019-01-06 11:00:00+00:00;2019;1;1;6;6;6;131;155;11;False;2019-01-06;True;-7.67;43.21;42.0;59.24295007223628;False;False;False;False;42.0
2019-01-06 12:00:00+00:00;2019;1;1;6;6;6;132;156;12;False;2019-01-06;True;-7.16;44.03;46.9;53.03742760830939;False;False;False;False;46.9
2019-01-06 13:00:00+00:00;2019;1;1;6;6;6;133;157;13;False;2019-01-06;True;-6.81;41.4;43.9;53.90195966618151;False;False;False;False;43.9
2019-01-06 14:00:00+00:00;2019;1;1;6;6;6;134;158;14;False;2019-01-06;True;-6.46;22.93;47.8;53.26451550150664;False;False;False;False;47.8
2019-01-06 15:00:00+00:00;2019;1;1;6;6;6;135;159;15;False;2019-01-06;True;-6.12;3.66;42.7;53.02829490262646;False;False;False;False;42.7
2019-01-06 16:00:00+00:00;2019;1;1;6;6;6;136;160;16;False;2019-01-06;True;-6.06;0.65;42.4;51.82984844429443;False;False;False;False;42.4
2019-01-06 17:00:00+00:00;2019;1;1;6;6;6;137;161;17;False;2019-01-06;True;-5.92;0.51;40.2;55.192997036320975;False;False;False;False;40.2
2019-01-06 18:00:00+00:00;2019;1;1;6;6;6;138;162;18;False;2019-01-06;True;-5.87;0.06;42.3;54.74315520691242;False;False;False;False;42.3
2019-01-06 19:00:00+00:00;2019;1;1;6;6;6;139;163;19;False;2019-01-06;True;-5.77;0.14;45.1;55.492022326347445;False;False;False;False;45.1
2019-01-06 20:00:00+00:00;2019;1;1;6;6;6;140;164;20;False;2019-01-06;True;-5.68;0.15;45.2;55.68345167686016;False;False;False;False;45.2
2019-01-06 21:00:00+00:00;2019;1;1;6;6;6;141;165;21;False;2019-01-06;True;-5.7;0.1;44.1;57.17103195385633;False;False;False;False;44.1
2019-01-06 22:00:00+00:00;2019;1;1;6;6;6;142;166;22;False;2019-01-06;True;-5.79;1.16;34.1;47.40880307436531;False;False;False;False;34.1
2019-01-06 23:00:00+00:00;2019;1;1;6;6;6;143;167;23;False;2019-01-06;True;-5.86;2.06;33.7;48.14852697004362;False;False;False;False;33.7
2019-01-07 00:00:00+00:00;2019;1;2;7;7;0;144;0;0;True;2019-01-07;True;-5.8;2.21;37.3;48.447239131805176;False;False;False;False;37.3
2019-01-07 01:00:00+00:00;2019;1;2;7;7;0;145;1;1;True;2019-01-07;True;-5.68;3.15;39.1;46.60317803242412;False;False;False;False;39.1
2019-01-07 02:00:00+00:00;2019;1;2;7;7;0;146;2;2;True;2019-01-07;True;-5.69;3.04;34.3;46.868014573374005;False;False;False;False;34.3
2019-01-07 03:00:00+00:00;2019;1;2;7;7;0;147;3;3;True;2019-01-07;True;-5.64;3.16;33.9;45.22806839135325;False;False;False;False;33.9
2019-01-07 04:00:00+00:00;2019;1;2;7;7;0;148;4;4;True;2019-01-07;True;-5.74;3.25;35.7;53.44391339604215;False;False;False;False;35.7
2019-01-07 05:00:00+00:00;2019;1;2;7;7;0;149;5;5;True;2019-01-07;True;-5.82;3.34;38.6;47.45380469745543;False;False;False;False;38.6
2019-01-07 06:00:00+00:00;2019;1;2;7;7;0;150;6;6;True;2019-01-07;True;-5.61;2.96;36.6;51.82860645916891;False;False;False;False;36.6
2019-01-07 07:00:00+00:00;2019;1;2;7;7;0;151;7;7;True;2019-01-07;True;-5.39;2.53;62.6;67.7462797320657;False;False;False;False;62.6
2019-01-07 08:00:00+00:00;2019;1;2;7;7;0;152;8;8;True;2019-01-07;True;-5.06;3.06;52.1;59.467315304129386;False;False;False;False;52.1
2019-01-07 09:00:00+00:00;2019;1;2;7;7;0;153;9;9;True;2019-01-07;True;-5.16;13.62;111.8;152.8467659687146;True;False;True;False;111.8
2019-01-07 10:00:00+00:00;2019;1;2;7;7;0;154;10;10;True;2019-01-07;True;-5.18;35.9;120.1;149.424067126739;False;False;False;False;120.1
2019-01-07 11:00:00+00:00;2019;1;2;7;7;0;155;11;11;True;2019-01-07;True;-4.83;34.75;116.3;151.9431464921344;True;False;True;False;116.3
2019-01-07 12:00:00+00:00;2019;1;2;7;7;0;156;12;12;True;2019-01-07;True;-4.56;35.85;119.4;140.9064911979946;False;False;False;False;119.4
2019-01-07 13:00:00+00:00;2019;1;2;7;7;0;157;13;13;True;2019-01-07;True;-4.5;20.78;119.2;146.75904281700133;False;False;False;False;119.2
2019-01-07 14:00:00+00:00;2019;1;2;7;7;0;158;14;14;True;2019-01-07;True;-4.36;24.03;118.5;138.36523703190423;False;False;False;False;118.5
2019-01-07 15:00:00+00:00;2019;1;2;7;7;0;159;15;15;True;2019-01-07;True;-4.27;6.17;123.5;135.64321320586086;False;False;False;False;123.5
2019-01-07 16:00:00+00:00;2019;1;2;7;7;0;160;16;16;True;2019-01-07;True;-4.26;3.05;111.5;131.86411800722547;False;False;False;False;111.5
2019-01-07 17:00:00+00:00;2019;1;2;7;7;0;161;17;17;True;2019-01-07;True;-3.79;1.59;82.7;112.20251479693982;False;False;False;False;82.7
2019-01-07 18:00:00+00:00;2019;1;2;7;7;0;162;18;18;True;2019-01-07;True;-3.28;0.75;55.7;56.35961893599253;False;False;False;False;55.7
2019-01-07 19:00:00+00:00;2019;1;2;7;7;0;163;19;19;True;2019-01-07;True;-3.1;0.44;50.1;55.84063749515704;False;False;False;False;50.1
2019-01-07 20:00:00+00:00;2019;1;2;7;7;0;164;20;20;True;2019-01-07;True;-3.0;0.42;51.2;53.11277636384758;False;False;False;False;51.2
2019-01-07 21:00:00+00:00;2019;1;2;7;7;0;165;21;21;True;2019-01-07;True;-3.01;0.58;50.8;56.10449050984859;False;False;False;False;50.8
2019-01-07 22:00:00+00:00;2019;1;2;7;7;0;166;22;22;True;2019-01-07;True;-2.94;0.4;29.2;32.11661782025538;False;False;False;False;29.2
2019-01-07 23:00:00+00:00;2019;1;2;7;7;0;167;23;23;True;2019-01-07;True;-2.84;0.25;27.2;35.08279771620796;False;False;False;False;27.2
2019-01-08 00:00:00+00:00;2019;1;2;8;8;1;168;24;0;True;2019-01-08;True;-2.78;1.45;31.0;36.16640267390141;False;False;False;False;31.0
2019-01-08 01:00:00+00:00;2019;1;2;8;8;1;169;25;1;True;2019-01-08;True;-2.93;2.94;31.7;36.132795397264765;False;False;False;False;31.7
2019-01-08 02:00:00+00:00;2019;1;2;8;8;1;170;26;2;True;2019-01-08;True;-2.96;3.18;35.4;36.25090581765303;False;False;False;False;35.4
