DATE;Holiday;Temperature;Solar_Irradiation;Power;DATE_YYYY_MM_DD;DATE_year;DATE_month_year;DATE_week_year;DATE_day_year;DATE_day_month;DATE_day_week;DATE_hour_year;DATE_hour_week;DATE_hour_day;DATE_weekday
2019-01-01 00:00:00+00:00;True;-1.15;4.21;27.5;2019-01-01;2019;1;1;1;1;1;0;24;0;True
2019-01-01 01:00:00+00:00;True;-0.94;4.23;30.0;2019-01-01;2019;1;1;1;1;1;1;25;1;True
2019-01-01 02:00:00+00:00;True;-0.8;4.13;26.6;2019-01-01;2019;1;1;1;1;1;2;26;2;True
2019-01-01 03:00:00+00:00;True;-0.6;4.04;26.9;2019-01-01;2019;1;1;1;1;1;3;27;3;True
2019-01-01 04:00:00+00:00;True;-0.1;4.93;28.4;2019-01-01;2019;1;1;1;1;1;4;28;4;True
2019-01-01 05:00:00+00:00;True;-0.12;5.11;26.5;2019-01-01;2019;1;1;1;1;1;5;29;5;True
2019-01-01 06:00:00+00:00;True;0.14;4.7;30.2;2019-01-01;2019;1;1;1;1;1;6;30;6;True
2019-01-01 07:00:00+00:00;True;0.39;4.4;60.4;2019-01-01;2019;1;1;1;1;1;7;31;7;True
2019-01-01 08:00:00+00:00;True;0.51;4.72;39.7;2019-01-01;2019;1;1;1;1;1;8;32;8;True
2019-01-01 09:00:00+00:00;True;0.68;8.77;35.4;2019-01-01;2019;1;1;1;1;1;9;33;9;True
2019-01-01 10:00:00+00:00;True;1.01;22.71;33.7;2019-01-01;2019;1;1;1;1;1;10;34;10;True
2019-01-01 11:00:00+00:00;True;1.43;28.42;32.8;2019-01-01;2019;1;1;1;1;1;11;35;11;True
2019-01-01 12:00:00+00:00;True;1.81;40.0;32.5;2019-01-01;2019;1;1;1;1;1;12;36;12;True
2019-01-01 13:00:00+00:00;True;1.99;43.24;35.0;2019-01-01;2019;1;1;1;1;1;13;37;13;True
2019-01-01 14:00:00+00:00;True;2.19;15.66;35.9;2019-01-01;2019;1;1;1;1;1;14;38;14;True
2019-01-01 15:00:00+00:00;True;2.32;5.74;36.1;2019-01-01;2019;1;1;1;1;1;15;39;15;True
2019-01-01 16:00:00+00:00;True;2.3;2.83;33.1;2019-01-01;2019;1;1;1;1;1;16;40;16;True
2019-01-01 17:00:00+00:00;True;2.36;1.9;32.2;2019-01-01;2019;1;1;1;1;1;17;41;17;True
2019-01-01 18:00:00+00:00;True;2.25;2.25;36.4;2019-01-01;2019;1;1;1;1;1;18;42;18;True
2019-01-01 19:00:00+00:00;True;2.11;2.25;33.2;2019-01-01;2019;1;1;1;1;1;19;43;19;True
2019-01-01 20:00:00+00:00;True;1.98;2.24;31.8;2019-01-01;2019;1;1;1;1;1;20;44;20;True
2019-01-01 21:00:00+00:00;True;1.76;1.67;33.1;2019-01-01;2019;1;1;1;1;1;21;45;21;True
2019-01-01 22:00:00+00:00;True;1.62;1.56;25.2;2019-01-01;2019;1;1;1;1;1;22;46;22;True
2019-01-01 23:00:00+00:00;True;1.71;1.4;23.7;2019-01-01;2019;1;1;1;1;1;23;47;23;True
2019-01-02 00:00:00+00:00;True;1.67;2.2;29.7;2019-01-02;2019;1;1;2;2;2;24;48;0;True
2019-01-02 01:00:00+00:00;True;1.8;3.15;25.6;2019-01-02;2019;1;1;2;2;2;25;49;1;True
2019-01-02 02:00:00+00:00;True;1.8;3.31;26.8;2019-01-02;2019;1;1;2;2;2;26;50;2;True
2019-01-02 03:00:00+00:00;True;1.23;2.92;30.1;2019-01-02;2019;1;1;2;2;2;27;51;3;True
2019-01-02 04:00:00+00:00;True;0.77;3.52;28.6;2019-01-02;2019;1;1;2;2;2;28;52;4;True
2019-01-02 05:00:00+00:00;True;0.58;3.55;27.7;2019-01-02;2019;1;1;2;2;2;29;53;5;True
2019-01-02 06:00:00+00:00;True;0.35;3.56;27.9;2019-01-02;2019;1;1;2;2;2;30;54;6;True
2019-01-02 07:00:00+00:00;True;0.31;3.13;44.6;2019-01-02;2019;1;1;2;2;2;31;55;7;True
2019-01-02 08:00:00+00:00;True;0.32;3.92;36.3;2019-01-02;2019;1;1;2;2;2;32;56;8;True
2019-01-02 09:00:00+00:00;True;0.25;13.73;35.5;2019-01-02;2019;1;1;2;2;2;33;57;9;True
2019-01-02 10:00:00+00:00;True;0.42;26.82;36.9;2019-01-02;2019;1;1;2;2;2;34;58;10;True
2019-01-02 11:00:00+00:00;True;0.33;51.22;43.2;2019-01-02;2019;1;1;2;2;2;35;59;11;True
2019-01-02 12:00:00+00:00;True;0.14;38.76;33.2;2019-01-02;2019;1;1;2;2;2;36;60;12;True
2019-01-02 13:00:00+00:00;True;-0.23;46.49;33.6;2019-01-02;2019;1;1;2;2;2;37;61;13;True
2019-01-02 14:00:00+00:00;True;-1.13;22.3;38.6;2019-01-02;2019;1;1;2;2;2;38;62;14;True
2019-01-02 15:00:00+00:00;True;-1.53;8.14;38.4;2019-01-02;2019;1;1;2;2;2;39;63;15;True
2019-01-02 16:00:00+00:00;True;-1.78;2.34;44.3;2019-01-02;2019;1;1;2;2;2;40;64;16;True
2019-01-02 17:00:00+00:00;True;-2.13;1.38;39.3;2019-01-02;2019;1;1;2;2;2;41;65;17;True
2019-01-02 18:00:00+00:00;True;-2.31;1.03;38.8;2019-01-02;2019;1;1;2;2;2;42;66;18;True
2019-01-02 19:00:00+00:00;True;-2.64;1.18;39.8;2019-01-02;2019;1;1;2;2;2;43;67;19;True
2019-01-02 20:00:00+00:00;True;-2.94;1.49;42.0;2019-01-02;2019;1;1;2;2;2;44;68;20;True
2019-01-02 21:00:00+00:00;True;-3.33;1.36;35.8;2019-01-02;2019;1;1;2;2;2;45;69;21;True
2019-01-02 22:00:00+00:00;True;-3.67;1.68;32.8;2019-01-02;2019;1;1;2;2;2;46;70;22;True
2019-01-02 23:00:00+00:00;True;-3.55;2.4;31.8;2019-01-02;2019;1;1;2;2;2;47;71;23;True
2019-01-03 00:00:00+00:00;True;-3.88;4.09;29.0;2019-01-03;2019;1;1;3;3;3;48;72;0;True
2019-01-03 01:00:00+00:00;True;-4.1;4.76;32.1;2019-01-03;2019;1;1;3;3;3;49;73;1;True
2019-01-03 02:00:00+00:00;True;-4.38;4.94;32.8;2019-01-03;2019;1;1;3;3;3;50;74;2;True
2019-01-03 03:00:00+00:00;True;-4.42;5.55;32.6;2019-01-03;2019;1;1;3;3;3;51;75;3;True
2019-01-03 04:00:00+00:00;True;-4.54;5.53;34.9;2019-01-03;2019;1;1;3;3;3;52;76;4;True
2019-01-03 05:00:00+00:00;True;-4.54;5.45;38.4;2019-01-03;2019;1;1;3;3;3;53;77;5;True
2019-01-03 06:00:00+00:00;True;-4.36;5.22;34.2;2019-01-03;2019;1;1;3;3;3;54;78;6;True
2019-01-03 07:00:00+00:00;True;-4.37;4.77;62.0;2019-01-03;2019;1;1;3;3;3;55;79;7;True
2019-01-03 08:00:00+00:00;True;-4.37;4.81;46.3;2019-01-03;2019;1;1;3;3;3;56;80;8;True
2019-01-03 09:00:00+00:00;True;-4.32;10.57;43.8;2019-01-03;2019;1;1;3;3;3;57;81;9;True
2019-01-03 10:00:00+00:00;True;-4.25;33.52;40.2;2019-01-03;2019;1;1;3;3;3;58;82;10;True
2019-01-03 11:00:00+00:00;True;-4.34;36.51;42.4;2019-01-03;2019;1;1;3;3;3;59;83;11;True
2019-01-03 12:00:00+00:00;True;-4.22;49.86;43.1;2019-01-03;2019;1;1;3;3;3;60;84;12;True
2019-01-03 13:00:00+00:00;True;-4.3;35.16;42.8;2019-01-03;2019;1;1;3;3;3;61;85;13;True
2019-01-03 14:00:00+00:00;True;-4.58;21.21;42.6;2019-01-03;2019;1;1;3;3;3;62;86;14;True
2019-01-03 15:00:00+00:00;True;-4.84;6.15;40.2;2019-01-03;2019;1;1;3;3;3;63;87;15;True
2019-01-03 16:00:00+00:00;True;-4.98;2.88;44.5;2019-01-03;2019;1;1;3;3;3;64;88;16;True
2019-01-03 17:00:00+00:00;True;-5.33;2.21;41.5;2019-01-03;2019;1;1;3;3;3;65;89;17;True
2019-01-03 18:00:00+00:00;True;-5.52;1.69;40.3;2019-01-03;2019;1;1;3;3;3;66;90;18;True
2019-01-03 19:00:00+00:00;True;-5.35;1.34;44.8;2019-01-03;2019;1;1;3;3;3;67;91;19;True
2019-01-03 20:00:00+00:00;True;-5.44;2.7;37.8;2019-01-03;2019;1;1;3;3;3;68;92;20;True
2019-01-03 21:00:00+00:00;True;-5.47;2.15;40.2;2019-01-03;2019;1;1;3;3;3;69;93;21;True
2019-01-03 22:00:00+00:00;True;-5.3;2.76;31.9;2019-01-03;2019;1;1;3;3;3;70;94;22;True
2019-01-03 23:00:00+00:00;True;-5.32;2.66;33.5;2019-01-03;2019;1;1;3;3;3;71;95;23;True
2019-01-04 00:00:00+00:00;True;-5.39;4.91;38.2;2019-01-04;2019;1;1;4;4;4;72;96;0;True
2019-01-04 01:00:00+00:00;True;-5.45;4.77;31.6;2019-01-04;2019;1;1;4;4;4;73;97;1;True
2019-01-04 02:00:00+00:00;True;-5.45;5.07;39.2;2019-01-04;2019;1;1;4;4;4;74;98;2;True
2019-01-04 03:00:00+00:00;True;-5.53;5.16;39.3;2019-01-04;2019;1;1;4;4;4;75;99;3;True
2019-01-04 04:00:00+00:00;True;-5.82;5.11;38.8;2019-01-04;2019;1;1;4;4;4;76;100;4;True
2019-01-04 05:00:00+00:00;True;-6.17;5.3;35.6;2019-01-04;2019;1;1;4;4;4;77;101;5;True
2019-01-04 06:00:00+00:00;True;-6.4;4.87;40.1;2019-01-04;2019;1;1;4;4;4;78;102;6;True
2019-01-04 07:00:00+00:00;True;-6.66;4.98;72.2;2019-01-04;2019;1;1;4;4;4;79;103;7;True
2019-01-04 08:00:00+00:00;True;-6.9;5.82;38.3;2019-01-04;2019;1;1;4;4;4;80;104;8;True
2019-01-04 09:00:00+00:00;True;-6.89;13.17;41.9;2019-01-04;2019;1;1;4;4;4;81;105;9;True
2019-01-04 10:00:00+00:00;True;-6.51;34.05;41.6;2019-01-04;2019;1;1;4;4;4;82;106;10;True
2019-01-04 11:00:00+00:00;True;-6.4;53.85;45.4;2019-01-04;2019;1;1;4;4;4;83;107;11;True
2019-01-04 12:00:00+00:00;True;-5.78;59.7;38.0;2019-01-04;2019;1;1;4;4;4;84;108;12;True
2019-01-04 13:00:00+00:00;True;-5.06;38.54;39.5;2019-01-04;2019;1;1;4;4;4;85;109;13;True
2019-01-04 14:00:00+00:00;True;-4.79;19.82;48.0;2019-01-04;2019;1;1;4;4;4;86;110;14;True
2019-01-04 15:00:00+00:00;True;-4.69;4.52;40.5;2019-01-04;2019;1;1;4;4;4;87;111;15;True
2019-01-04 16:00:00+00:00;True;-4.62;2.24;36.1;2019-01-04;2019;1;1;4;4;4;88;112;16;True
2019-01-04 17:00:00+00:00;True;-4.58;2.05;34.9;2019-01-04;2019;1;1;4;4;4;89;113;17;True
2019-01-04 18:00:00+00:00;True;-4.43;0.99;44.3;2019-01-04;2019;1;1;4;4;4;90;114;18;True
2019-01-04 19:00:00+00:00;True;-4.22;1.33;36.1;2019-01-04;2019;1;1;4;4;4;91;115;19;True
2019-01-04 20:00:00+00:00;True;-4.02;0.43;36.5;2019-01-04;2019;1;1;4;4;4;92;116;20;True
2019-01-04 21:00:00+00:00;True;-3.85;0.3;37.9;2019-01-04;2019;1;1;4;4;4;93;117;21;True
2019-01-04 22:00:00+00:00;True;-3.78;0.39;33.5;2019-01-04;2019;1;1;4;4;4;94;118;22;True
2019-01-04 23:00:00+00:00;True;-3.69;0.89;30.6;2019-01-04;2019;1;1;4;4;4;95;119;23;True
2019-01-05 00:00:00+00:00;True;-3.65;0.68;29.9;2019-01-05;2019;1;1;5;5;5;96;120;0;False
2019-01-05 01:00:00+00:00;True;-4.16;1.2;28.7;2019-01-05;2019;1;1;5;5;5;97;121;1;False
2019-01-05 02:00:00+00:00;True;-4.89;1.05;34.9;2019-01-05;2019;1;1;5;5;5;98;122;2;False
2019-01-05 03:00:00+00:00;True;-5.22;1.81;35.1;2019-01-05;2019;1;1;5;5;5;99;123;3;False
2019-01-05 04:00:00+00:00;True;-5.57;2.13;33.7;2019-01-05;2019;1;1;5;5;5;100;124;4;False
2019-01-05 05:00:00+00:00;True;-5.88;2.4;34.8;2019-01-05;2019;1;1;5;5;5;101;125;5;False
2019-01-05 06:00:00+00:00;True;-6.08;2.57;38.7;2019-01-05;2019;1;1;5;5;5;102;126;6;False
2019-01-05 07:00:00+00:00;True;-6.47;2.58;72.9;2019-01-05;2019;1;1;5;5;5;103;127;7;False
2019-01-05 08:00:00+00:00;True;-6.82;2.88;41.3;2019-01-05;2019;1;1;5;5;5;104;128;8;False
2019-01-05 09:00:00+00:00;True;-6.73;10.56;42.6;2019-01-05;2019;1;1;5;5;5;105;129;9;False
2019-01-05 10:00:00+00:00;True;-6.58;29.01;46.7;2019-01-05;2019;1;1;5;5;5;106;130;10;False
2019-01-05 11:00:00+00:00;True;-6.38;41.02;40.1;2019-01-05;2019;1;1;5;5;5;107;131;11;False
2019-01-05 12:00:00+00:00;True;-6.04;69.78;41.5;2019-01-05;2019;1;1;5;5;5;108;132;12;False
2019-01-05 13:00:00+00:00;True;-5.93;46.34;40.8;2019-01-05;2019;1;1;5;5;5;109;133;13;False
2019-01-05 14:00:00+00:00;True;-6.2;31.35;40.1;2019-01-05;2019;1;1;5;5;5;110;134;14;False
2019-01-05 15:00:00+00:00;True;-6.53;6.04;39.9;2019-01-05;2019;1;1;5;5;5;111;135;15;False
2019-01-05 16:00:00+00:00;True;-7.28;0.11;45.9;2019-01-05;2019;1;1;5;5;5;112;136;16;False
2019-01-05 17:00:00+00:00;True;-7.57;0.15;47.0;2019-01-05;2019;1;1;5;5;5;113;137;17;False
2019-01-05 18:00:00+00:00;True;-7.67;0.23;46.9;2019-01-05;2019;1;1;5;5;5;114;138;18;False
2019-01-05 19:00:00+00:00;True;-8.36;0.48;43.8;2019-01-05;2019;1;1;5;5;5;115;139;19;False
2019-01-05 20:00:00+00:00;True;-9.15;1.12;43.9;2019-01-05;2019;1;1;5;5;5;116;140;20;False
2019-01-05 21:00:00+00:00;True;-8.91;0.87;48.5;2019-01-05;2019;1;1;5;5;5;117;141;21;False
2019-01-05 22:00:00+00:00;True;-8.84;0.0;37.6;2019-01-05;2019;1;1;5;5;5;118;142;22;False
2019-01-05 23:00:00+00:00;True;-8.99;0.06;37.9;2019-01-05;2019;1;1;5;5;5;119;143;23;False
2019-01-06 00:00:00+00:00;True;-8.57;0.52;41.5;2019-01-06;2019;1;1;6;6;6;120;144;0;False
2019-01-06 01:00:00+00:00;True;-8.22;0.36;41.6;2019-01-06;2019;1;1;6;6;6;121;145;1;False
2019-01-06 02:00:00+00:00;True;-8.03;0.7;45.3;2019-01-06;2019;1;1;6;6;6;122;146;2;False
2019-01-06 03:00:00+00:00;True;-7.59;2.1;42.4;2019-01-06;2019;1;1;6;6;6;123;147;3;False
2019-01-06 04:00:00+00:00;True;-7.3;2.63;45.1;2019-01-06;2019;1;1;6;6;6;124;148;4;False
2019-01-06 05:00:00+00:00;True;-7.77;2.29;44.0;2019-01-06;2019;1;1;6;6;6;125;149;5;False
2019-01-06 06:00:00+00:00;True;-9.64;2.67;47.0;2019-01-06;2019;1;1;6;6;6;126;150;6;False
2019-01-06 07:00:00+00:00;True;-9.07;2.83;73.7;2019-01-06;2019;1;1;6;6;6;127;151;7;False
2019-01-06 08:00:00+00:00;True;-8.74;3.47;47.7;2019-01-06;2019;1;1;6;6;6;128;152;8;False
2019-01-06 09:00:00+00:00;True;-8.3;12.03;46.4;2019-01-06;2019;1;1;6;6;6;129;153;9;False
2019-01-06 10:00:00+00:00;True;-8.2;33.4;46.1;2019-01-06;2019;1;1;6;6;6;130;154;10;False
2019-01-06 11:00:00+00:00;True;-7.67;43.21;42.0;2019-01-06;2019;1;1;6;6;6;131;155;11;False
2019-01-06 12:00:00+00:00;True;-7.16;44.03;46.9;2019-01-06;2019;1;1;6;6;6;132;156;12;False
2019-01-06 13:00:00+00:00;True;-6.81;41.4;43.9;2019-01-06;2019;1;1;6;6;6;133;157;13;False
2019-01-06 14:00:00+00:00;True;-6.46;22.93;47.8;2019-01-06;2019;1;1;6;6;6;134;158;14;False
2019-01-06 15:00:00+00:00;True;-6.12;3.66;42.7;2019-01-06;2019;1;1;6;6;6;135;159;15;False
2019-01-06 16:00:00+00:00;True;-6.06;0.65;42.4;2019-01-06;2019;1;1;6;6;6;136;160;16;False
2019-01-06 17:00:00+00:00;True;-5.92;0.51;40.2;2019-01-06;2019;1;1;6;6;6;137;161;17;False
2019-01-06 18:00:00+00:00;True;-5.87;0.06;42.3;2019-01-06;2019;1;1;6;6;6;138;162;18;False
2019-01-06 19:00:00+00:00;True;-5.77;0.14;45.1;2019-01-06;2019;1;1;6;6;6;139;163;19;False
2019-01-06 20:00:00+00:00;True;-5.68;0.15;45.2;2019-01-06;2019;1;1;6;6;6;140;164;20;False
2019-01-06 21:00:00+00:00;True;-5.7;0.1;44.1;2019-01-06;2019;1;1;6;6;6;141;165;21;False
2019-01-06 22:00:00+00:00;True;-5.79;1.16;34.1;2019-01-06;2019;1;1;6;6;6;142;166;22;False
2019-01-06 23:00:00+00:00;True;-5.86;2.06;33.7;2019-01-06;2019;1;1;6;6;6;143;167;23;False
2019-01-07 00:00:00+00:00;True;-5.8;2.21;37.3;2019-01-07;2019;1;2;7;7;0;144;0;0;True
2019-01-07 01:00:00+00:00;True;-5.68;3.15;39.1;2019-01-07;2019;1;2;7;7;0;145;1;1;True
2019-01-07 02:00:00+00:00;True;-5.69;3.04;34.3;2019-01-07;2019;1;2;7;7;0;146;2;2;True
2019-01-07 03:00:00+00:00;True;-5.64;3.16;33.9;2019-01-07;2019;1;2;7;7;0;147;3;3;True
2019-01-07 04:00:00+00:00;True;-5.74;3.25;35.7;2019-01-07;2019;1;2;7;7;0;148;4;4;True
2019-01-07 05:00:00+00:00;True;-5.82;3.34;38.6;2019-01-07;2019;1;2;7;7;0;149;5;5;True
2019-01-07 06:00:00+00:00;True;-5.61;2.96;36.6;2019-01-07;2019;1;2;7;7;0;150;6;6;True
2019-01-07 07:00:00+00:00;True;-5.39;2.53;62.6;2019-01-07;2019;1;2;7;7;0;151;7;7;True
2019-01-07 08:00:00+00:00;True;-5.06;3.06;52.1;2019-01-07;2019;1;2;7;7;0;152;8;8;True
2019-01-07 09:00:00+00:00;True;-5.16;13.62;111.8;2019-01-07;2019;1;2;7;7;0;153;9;9;True
2019-01-07 10:00:00+00:00;True;-5.18;35.9;120.1;2019-01-07;2019;1;2;7;7;0;154;10;10;True
2019-01-07 11:00:00+00:00;True;-4.83;34.75;116.3;2019-01-07;2019;1;2;7;7;0;155;11;11;True
2019-01-07 12:00:00+00:00;True;-4.56;35.85;119.4;2019-01-07;2019;1;2;7;7;0;156;12;12;True
2019-01-07 13:00:00+00:00;True;-4.5;20.78;119.2;2019-01-07;2019;1;2;7;7;0;157;13;13;True
2019-01-07 14:00:00+00:00;True;-4.36;24.03;118.5;2019-01-07;2019;1;2;7;7;0;158;14;14;True
2019-01-07 15:00:00+00:00;True;-4.27;6.17;123.5;2019-01-07;2019;1;2;7;7;0;159;15;15;True
2019-01-07 16:00:00+00:00;True;-4.26;3.05;111.5;2019-01-07;2019;1;2;7;7;0;160;16;16;True
2019-01-07 17:00:00+00:00;True;-3.79;1.59;82.7;2019-01-07;2019;1;2;7;7;0;161;17;17;True
2019-01-07 18:00:00+00:00;True;-3.28;0.75;55.7;2019-01-07;2019;1;2;7;7;0;162;18;18;True
2019-01-07 19:00:00+00:00;True;-3.1;0.44;50.1;2019-01-07;2019;1;2;7;7;0;163;19;19;True
2019-01-07 20:00:00+00:00;True;-3.0;0.42;51.2;2019-01-07;2019;1;2;7;7;0;164;20;20;True
2019-01-07 21:00:00+00:00;True;-3.01;0.58;50.8;2019-01-07;2019;1;2;7;7;0;165;21;21;True
2019-01-07 22:00:00+00:00;True;-2.94;0.4;29.2;2019-01-07;2019;1;2;7;7;0;166;22;22;True
2019-01-07 23:00:00+00:00;True;-2.84;0.25;27.2;2019-01-07;2019;1;2;7;7;0;167;23;23;True
2019-01-08 00:00:00+00:00;True;-2.78;1.45;31.0;2019-01-08;2019;1;2;8;8;1;168;24;0;True
2019-01-08 01:00:00+00:00;True;-2.93;2.94;31.7;2019-01-08;2019;1;2;8;8;1;169;25;1;True
2019-01-08 02:00:00+00:00;True;-2.96;3.18;35.4;2019-01-08;2019;1;2;8;8;1;170;26;2;True
2019-01-08 03:00:00+00:00;True;-2.99;3.45;36.1;2019-01-08;2019;1;2;8;8;1;171;27;3;True
2019-01-08 04:00:00+00:00;True;-3.11;4.35;32.5;2019-01-08;2019;1;2;8;8;1;172;28;4;True
2019-01-08 05:00:00+00:00;True;-3.25;4.39;31.8;2019-01-08;2019;1;2;8;8;1;173;29;5;True
2019-01-08 06:00:00+00:00;True;-3.14;3.8;32.2;2019-01-08;2019;1;2;8;8;1;174;30;6;True
2019-01-08 07:00:00+00:00;True;-2.93;3.44;70.6;2019-01-08;2019;1;2;8;8;1;175;31;7;True
2019-01-08 08:00:00+00:00;True;-2.98;1.69;47.2;2019-01-08;2019;1;2;8;8;1;176;32;8;True
2019-01-08 09:00:00+00:00;True;-3.26;9.73;134.3;2019-01-08;2019;1;2;8;8;1;177;33;9;True
2019-01-08 10:00:00+00:00;True;-3.01;33.54;130.8;2019-01-08;2019;1;2;8;8;1;178;34;10;True
2019-01-08 11:00:00+00:00;True;-2.43;57.59;118.2;2019-01-08;2019;1;2;8;8;1;179;35;11;True
2019-01-08 12:00:00+00:00;True;-2.27;64.67;116.7;2019-01-08;2019;1;2;8;8;1;180;36;12;True
2019-01-08 13:00:00+00:00;True;-2.34;56.77;121.4;2019-01-08;2019;1;2;8;8;1;181;37;13;True
2019-01-08 14:00:00+00:00;True;-2.31;31.89;115.0;2019-01-08;2019;1;2;8;8;1;182;38;14;True
2019-01-08 15:00:00+00:00;True;-2.35;8.14;116.6;2019-01-08;2019;1;2;8;8;1;183;39;15;True
2019-01-08 16:00:00+00:00;True;-2.32;0.13;121.1;2019-01-08;2019;1;2;8;8;1;184;40;16;True
2019-01-08 17:00:00+00:00;True;-2.3;0.07;99.1;2019-01-08;2019;1;2;8;8;1;185;41;17;True
2019-01-08 18:00:00+00:00;True;-2.36;0.26;65.8;2019-01-08;2019;1;2;8;8;1;186;42;18;True
2019-01-08 19:00:00+00:00;True;-2.61;0.04;48.8;2019-01-08;2019;1;2;8;8;1;187;43;19;True
2019-01-08 20:00:00+00:00;True;-2.97;0.09;47.6;2019-01-08;2019;1;2;8;8;1;188;44;20;True
2019-01-08 21:00:00+00:00;True;-3.33;0.0;48.5;2019-01-08;2019;1;2;8;8;1;189;45;21;True
2019-01-08 22:00:00+00:00;True;-3.67;0.12;31.0;2019-01-08;2019;1;2;8;8;1;190;46;22;True
2019-01-08 23:00:00+00:00;True;-4.04;0.76;34.5;2019-01-08;2019;1;2;8;8;1;191;47;23;True
2019-01-09 00:00:00+00:00;True;-4.0;1.22;32.4;2019-01-09;2019;1;2;9;9;2;192;48;0;True
2019-01-09 01:00:00+00:00;True;-4.19;1.89;32.5;2019-01-09;2019;1;2;9;9;2;193;49;1;True
2019-01-09 02:00:00+00:00;True;-4.32;1.65;35.1;2019-01-09;2019;1;2;9;9;2;194;50;2;True
2019-01-09 03:00:00+00:00;True;-4.51;1.96;31.6;2019-01-09;2019;1;2;9;9;2;195;51;3;True
2019-01-09 04:00:00+00:00;True;-4.6;1.42;33.6;2019-01-09;2019;1;2;9;9;2;196;52;4;True
2019-01-09 05:00:00+00:00;True;-4.68;1.96;32.8;2019-01-09;2019;1;2;9;9;2;197;53;5;True
2019-01-09 06:00:00+00:00;True;-4.85;1.95;31.8;2019-01-09;2019;1;2;9;9;2;198;54;6;True
2019-01-09 07:00:00+00:00;True;-4.89;1.39;66.5;2019-01-09;2019;1;2;9;9;2;199;55;7;True
2019-01-09 08:00:00+00:00;True;-5.0;0.54;51.6;2019-01-09;2019;1;2;9;9;2;200;56;8;True
2019-01-09 09:00:00+00:00;True;-4.99;9.17;115.2;2019-01-09;2019;1;2;9;9;2;201;57;9;True
2019-01-09 10:00:00+00:00;True;-5.04;44.14;132.1;2019-01-09;2019;1;2;9;9;2;202;58;10;True
2019-01-09 11:00:00+00:00;True;-4.92;44.91;135.7;2019-01-09;2019;1;2;9;9;2;203;59;11;True
2019-01-09 12:00:00+00:00;True;-4.78;21.27;128.3;2019-01-09;2019;1;2;9;9;2;204;60;12;True
2019-01-09 13:00:00+00:00;True;-4.9;26.05;126.6;2019-01-09;2019;1;2;9;9;2;205;61;13;True
2019-01-09 14:00:00+00:00;True;-5.03;13.85;127.3;2019-01-09;2019;1;2;9;9;2;206;62;14;True
2019-01-09 15:00:00+00:00;True;-4.98;3.18;127.6;2019-01-09;2019;1;2;9;9;2;207;63;15;True
2019-01-09 16:00:00+00:00;True;-4.95;0.18;113.5;2019-01-09;2019;1;2;9;9;2;208;64;16;True
2019-01-09 17:00:00+00:00;True;-5.11;0.5;127.4;2019-01-09;2019;1;2;9;9;2;209;65;17;True
2019-01-09 18:00:00+00:00;True;-5.23;0.47;51.7;2019-01-09;2019;1;2;9;9;2;210;66;18;True
2019-01-09 19:00:00+00:00;True;-5.12;0.59;49.4;2019-01-09;2019;1;2;9;9;2;211;67;19;True
2019-01-09 20:00:00+00:00;True;-5.05;0.4;50.6;2019-01-09;2019;1;2;9;9;2;212;68;20;True
2019-01-09 21:00:00+00:00;True;-5.15;0.46;51.5;2019-01-09;2019;1;2;9;9;2;213;69;21;True
2019-01-09 22:00:00+00:00;True;-5.15;0.18;32.9;2019-01-09;2019;1;2;9;9;2;214;70;22;True
2019-01-09 23:00:00+00:00;True;-5.16;0.5;33.2;2019-01-09;2019;1;2;9;9;2;215;71;23;True
2019-01-10 00:00:00+00:00;True;-5.24;1.28;37.2;2019-01-10;2019;1;2;10;10;3;216;72;0;True
2019-01-10 01:00:00+00:00;True;-5.23;1.67;37.4;2019-01-10;2019;1;2;10;10;3;217;73;1;True
2019-01-10 02:00:00+00:00;True;-5.25;1.62;40.0;2019-01-10;2019;1;2;10;10;3;218;74;2;True
2019-01-10 03:00:00+00:00;True;-5.41;1.77;37.3;2019-01-10;2019;1;2;10;10;3;219;75;3;True
2019-01-10 04:00:00+00:00;True;-5.6;2.57;37.0;2019-01-10;2019;1;2;10;10;3;220;76;4;True
2019-01-10 05:00:00+00:00;True;-5.69;2.46;34.7;2019-01-10;2019;1;2;10;10;3;221;77;5;True
2019-01-10 06:00:00+00:00;True;-5.79;3.06;33.9;2019-01-10;2019;1;2;10;10;3;222;78;6;True
2019-01-10 07:00:00+00:00;True;-5.86;2.46;60.9;2019-01-10;2019;1;2;10;10;3;223;79;7;True
2019-01-10 08:00:00+00:00;True;-5.8;2.21;57.7;2019-01-10;2019;1;2;10;10;3;224;80;8;True
2019-01-10 09:00:00+00:00;True;-5.74;5.79;198.2;2019-01-10;2019;1;2;10;10;3;225;81;9;True
2019-01-10 10:00:00+00:00;True;-5.64;17.05;141.0;2019-01-10;2019;1;2;10;10;3;226;82;10;True
2019-01-10 11:00:00+00:00;True;-5.03;24.9;130.4;2019-01-10;2019;1;2;10;10;3;227;83;11;True
2019-01-10 12:00:00+00:00;True;-4.59;25.94;132.6;2019-01-10;2019;1;2;10;10;3;228;84;12;True
2019-01-10 13:00:00+00:00;True;-4.74;26.64;196.5;2019-01-10;2019;1;2;10;10;3;229;85;13;True
2019-01-10 14:00:00+00:00;True;-4.87;19.88;171.5;2019-01-10;2019;1;2;10;10;3;230;86;14;True
