ClusterHour;slope_Temp;slope_Irrad;intercept;minimum
311;-2.224781887225238;-0.04041405150020492;32.42917630615076;2.7409827514220217
312;-0.7598182980424824;-0.0114028519946887;24.597170388391117;0.4220091649310829
313;-1.0817248403976456;-0.1170050181230248;27.948110188258397;1.5667117516591662
314;-1.0623855981385506;-2.580414149309868e-07;23.42996153671996;0.40498940419078394
315;-1.2997652149421028;-0.06687808286747907;32.7410111365067;1.6421818693631665
316;-0.9768122613538189;-0.11490520918605274;29.328608629663652;2.599567334254969
317;-1.2129619714480888;-0.13949801062922934;26.531074975866925;1.8015930438561982
318;-0.639696373288367;-0.09431938180467564;22.224706222998424;2.202289413783268
319;-0.9559522393452387;-0.14680601996791665;22.00291394815931;0.9226119923616852
320;-1.3731548213924873;-6.444448257604858e-11;25.649062758072798;1.786553695468495
321;-1.1730629911905874;-1.0348585473452331e-07;20.621448744968266;2.322890462618178
322;-1.4106928556706189;-5.875233375528897e-07;20.35094105845574;1.7380486651025855
323;-1.2636733293833509;-1.7893952006642163e-06;24.346724221341216;6.811335146039546
